ClienteID,Genero,Maior65,Colaborador,Dependentes,Fidelização,TipoServiço,LinhasMultiplas,ServiçoInternet,SegurançaOnline,CópiadeSegurançaOnline,ProteçãoTM,SuporteTécnico,ServiçoStreamingTV,ServiçoStreamingFilmes,TipodeContrato,FaturaEletronica,MétododePagamento,TarifaMensal,TotalTarifas,Ativo
6265-FRMTQ,Masculino,0,Não,Não,31,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Transferência Bancária (automatico),20.4,609.1,Não
1934-SJVJK,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,20.15,20.15,Sim
3838-OZURD,Masculino,0,Sim,Não,66,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),105,7133.25,Sim
1371-DWPAZ,Feminino,0,Sim,Sim,0,Não,Sem serviço telefónico,DSL,Sim,Sim,Sim,Sim,Sim,Não,BiAnual,Não,Cartão de Crédito (automatico),56.05, ,Não
9269-CQOOL,Masculino,0,Não,Sim,3,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de Crédito (automatico),54.7,169.45,Sim
2017-CCBLH,Feminino,0,Não,Não,8,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,20,141.6,Não
7690-KPNCU,Masculino,0,Sim,Sim,64,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito (automatico),73.05,4688.65,Não
0536-BGFMZ,Feminino,0,Sim,Não,28,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,20.5,563.05,Não
2293-IJWPS,Feminino,0,Sim,Não,57,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito (automatico),100.75,5985,Não
2845-HSJCY,Feminino,0,Sim,Sim,14,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,87.25,1258.6,Sim
5469-NUJUR,Masculino,0,Não,Não,19,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Cheque por email,19.95,373.5,Não
1184-PJVDB,Masculino,0,Sim,Não,10,Sim,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,79.95,857.2,Sim
2625-TRCZQ,Feminino,0,Sim,Não,51,Não,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,49.65,2553.35,Não
4102-HLENU,Feminino,0,Sim,Não,67,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,BiAnual,Não,Cheque por email,65.65,4322.85,Não
7266-GSSJX,Masculino,0,Sim,Sim,11,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque Eletrónico,20.45,250.8,Não
7722-VJRQD,Masculino,0,Sim,Sim,72,Não,Sem serviço telefónico,DSL,Sim,Não,Sim,Sim,Sim,Sim,BiAnual,Não,Transferência Bancária (automatico),60.95,4549.05,Não
7073-QETQY,Masculino,0,Sim,Sim,66,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Sim,Cheque Eletrónico,20.35,1359.5,Não
9415-DPEWS,Feminino,0,Não,Não,18,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque Eletrónico,88.35,1639.3,Sim
5624-RYAMH,Feminino,0,Não,Não,9,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque Eletrónico,19.5,178.85,Não
0196-JTUQI,Feminino,0,Não,Não,9,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (automatico),75.2,633.85,Não
7130-YXBRO,Masculino,0,Sim,Não,48,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência Bancária (automatico),111.45,5315.1,Não
9272-LSVYH,Masculino,0,Não,Não,10,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque por email,70.15,735.5,Não
7943-RQCHR,Feminino,0,Não,Não,9,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,94.75,889.9,Sim
3793-MMFUH,Feminino,1,Não,Não,13,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,95.05,1290,Sim
3249-ZPQRG,Masculino,0,Não,Não,4,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque Eletrónico,78.45,330.05,Sim
2568-BRGYX,Masculino,0,Não,Não,4,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,70.2,237.95,Sim
3084-DOWLE,Feminino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Transferência Bancária (automatico),92,6474.4,Não
1084-MNSMJ,Feminino,0,Sim,Sim,51,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),85.5,4421.95,Não
7721-JXEAW,Masculino,0,Sim,Não,59,Não,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),41.05,2452.7,Sim
7249-WBIYX,Masculino,0,Sim,Não,10,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,85.6,813.85,Sim
4238-HFHSN,Masculino,1,Sim,Não,61,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,82.15,4904.85,Não
6250-CGGUN,Masculino,0,Não,Não,54,Sim,Não,Fibra ótica,Sim,Não,Sim,Sim,Não,Não,Anual,Não,Cheque Eletrónico,84.4,4484.05,Não
5478-JJVZK,Feminino,0,Não,Não,33,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque por email,60.9,2033.85,Não
7596-IIWYC,Feminino,0,Não,Não,27,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Transferência Bancária (automatico),20.25,538.2,Não
6567-HOOPW,Feminino,1,Não,Não,1,Sim,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,79.2,79.2,Sim
9793-WECQC,Masculino,0,Não,Não,23,Sim,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Cheque por email,95.3,2192.9,Não
4291-HPAXL,Masculino,0,Não,Sim,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,19.85,19.85,Não
8999-YPYBV,Masculino,0,Sim,Sim,45,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cheque por email,84.35,3858.05,Não
1839-FBNFR,Feminino,0,Sim,Sim,39,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Transferência Bancária (automatico),19.85,854.8,Não
3164-AALRN,Masculino,0,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque por email,70,347.4,Sim
3071-MVJCD,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,BiAnual,Não,Transferência Bancária (automatico),82.3,5815.15,Não
1697-BCSHV,Feminino,0,Sim,Sim,58,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Transferência Bancária (automatico),66.8,3970.4,Não
0562-KBDVM,Feminino,0,Não,Não,70,Não,Sem serviço telefónico,DSL,Sim,Sim,Sim,Sim,Não,Não,BiAnual,Sim,Transferência Bancária (automatico),44.6,3058.15,Não
1131-SUEKT,Masculino,0,Sim,Sim,61,Sim,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transferência Bancária (automatico),98.45,6145.2,Não
3717-OEAUQ,Masculino,0,Não,Não,2,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque por email,70.7,129.2,Não
4538-WNTMJ,Feminino,0,Sim,Sim,46,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,24.95,1165.9,Não
3334-CTHOL,Feminino,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (automatico),49.95,49.95,Sim
4704-ERYFC,Feminino,0,Sim,Não,22,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,69.25,1554,Sim
9432-RUVSL,Feminino,0,Não,Não,48,Sim,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),102.5,4904.25,Não
8060-HIWJJ,Masculino,0,Não,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),86.55,5632.55,Não
7684-XSZIY,Masculino,0,Sim,Sim,72,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Transferência Bancária (automatico),24.3,1643.25,Não
9089-UOWJG,Feminino,0,Sim,Sim,12,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de Crédito (automatico),58.35,740.55,Não
8621-MNIHH,Feminino,1,Sim,Não,34,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,94.25,3217.55,Sim
8039-ACLPL,Feminino,0,Sim,Sim,72,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,BiAnual,Não,Cartão de Crédito (automatico),68.75,4888.2,Não
9885-AIBVB,Masculino,0,Sim,Não,29,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,85.8,2440.25,Não
1934-MKPXS,Masculino,0,Sim,Sim,33,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cartão de Crédito (automatico),20.1,620.55,Não
2592-YKDIF,Feminino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,20.35,20.35,Não
2272-JKMSI,Feminino,0,Sim,Sim,62,Sim,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque Eletrónico,110.8,6840.95,Não
0471-LVHGK,Masculino,0,Sim,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque Eletrónico,73,3001.2,Sim
9518-RWHZL,Feminino,0,Não,Não,64,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito (automatico),100.05,6254.2,Sim
8714-CTZJW,Feminino,0,Não,Não,4,Sim,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito (automatico),82.85,319.6,Não
3569-EDBPQ,Feminino,0,Não,Não,24,Sim,Sim,Fibra ótica,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrónico,84.35,1938.05,Não
3131-NWVFJ,Feminino,0,Sim,Sim,14,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,19.55,294.5,Não
7521-YXVZY,Masculino,0,Não,Sim,3,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,19.95,58.3,Não
5419-CONWX,Feminino,1,Não,Não,4,Sim,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),99.8,442.85,Sim
6240-EURKS,Feminino,0,Não,Sim,18,Não,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,35,553,Sim
2373-NTKOD,Masculino,0,Não,Não,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,66.25,546.45,Não
1970-KKFWL,Feminino,0,Não,Não,35,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Transferência Bancária (automatico),23.3,797.1,Não
6960-HVYXR,Feminino,0,Não,Não,1,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrónico,76,76,Sim
9337-SRRNI,Masculino,0,Não,Sim,66,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Cartão de Crédito (automatico),25.3,1673.8,Não
0895-UADGO,Masculino,0,Não,Sim,8,Não,Sem serviço telefónico,DSL,Sim,Não,Não,Sim,Não,Sim,BiAnual,Sim,Cheque por email,44.55,343.45,Não
5678-VFNEQ,Feminino,0,Sim,Não,71,Sim,Sim,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de Crédito (automatico),104.1,7412.25,Não
5977-CKHON,Feminino,0,Sim,Sim,43,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),92.55,4039,Não
7024-OHCCK,Feminino,1,Não,Não,2,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,93.85,170.85,Sim
2692-BUCFV,Masculino,1,Não,Não,29,Sim,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência Bancária (automatico),101.45,2948.6,Não
7861-UVUFT,Feminino,0,Sim,Não,15,Sim,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,84.3,1308.4,Sim
1830-GGFNM,Masculino,0,Sim,Sim,65,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Não,BiAnual,Não,Cartão de Crédito (automatico),94.55,6078.75,Não
5302-BDJNT,Masculino,0,Não,Não,35,Sim,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Cheque Eletrónico,95.5,3418.2,Não
5223-UZAVK,Masculino,0,Não,Não,64,Sim,Não,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de Crédito (automatico),100.3,6603.8,Não
4859-ZSRDZ,Feminino,0,Sim,Sim,58,Não,Sem serviço telefónico,DSL,Não,Não,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),55.5,3166.9,Não
5651-WYIPH,Feminino,1,Não,Não,18,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (automatico),49.85,865.75,Não
9350-VLHMB,Masculino,0,Sim,Sim,67,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),89.55,6373.1,Não
3498-LZGQZ,Masculino,0,Sim,Sim,63,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Cheque por email,19.15,1177.05,Não
8785-CJSHH,Feminino,0,Sim,Não,60,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,99.8,5985.75,Não
5357-TZHPP,Masculino,1,Não,Não,9,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito (automatico),84.4,732.5,Sim
3870-SPZSI,Feminino,0,Sim,Sim,70,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),113.05,7869.05,Não
0680-DFNNY,Masculino,0,Sim,Não,15,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,101.1,1504.05,Sim
7560-QRBXH,Feminino,0,Não,Sim,48,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,19.95,936.7,Não
7077-XJMET,Masculino,0,Sim,Não,12,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrónico,74.15,741.4,Não
8752-GHJFU,Masculino,1,Sim,Não,71,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Cheque Eletrónico,92,6585.2,Não
6896-SRVYQ,Masculino,1,Não,Não,44,Sim,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque Eletrónico,73.85,3122.4,Não
7767-UXAGJ,Masculino,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,50.45,50.45,Sim
4652-ODEVH,Masculino,0,Sim,Sim,45,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,24.45,1088.25,Não
6510-UPNKS,Feminino,0,Não,Não,23,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cartão de Crédito (automatico),24.8,615.35,Não
6718-BDGHG,Feminino,0,Sim,Não,43,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Anual,Sim,Transferência Bancária (automatico),64.85,2908.2,Não
9046-DQMTP,Masculino,0,Não,Não,35,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Transferência Bancária (automatico),20.75,739.9,Não
6439-LAJXL,Masculino,0,Sim,Não,9,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque por email,68.95,593.85,Não
1571-SAVHK,Masculino,0,Não,Não,12,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque por email,99.95,1132.75,Sim
9052-VKDUW,Feminino,1,Sim,Não,65,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),109.4,7227.45,Não
9546-CQJSU,Feminino,0,Não,Não,2,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,91.4,193.6,Sim
1666-JZPZT,Masculino,0,Não,Não,27,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque por email,49,1291.35,Não
5777-KJIRB,Feminino,0,Não,Não,40,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Anual,Sim,Cheque por email,50.25,2023.55,Não
0506-LVNGN,Feminino,1,Não,Não,5,Sim,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de Crédito (automatico),75.55,349.65,Sim
7677-SJJJK,Masculino,0,Sim,Sim,8,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cartão de Crédito (automatico),19.9,153.95,Não
2480-EJWYP,Feminino,1,Sim,Não,58,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Transferência Bancária (automatico),97.8,5458.8,Não
3253-HKOKL,Feminino,0,Sim,Sim,52,Sim,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque Eletrónico,100.3,5244.45,Não
7055-HNEOJ,Masculino,0,Sim,Não,3,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cheque por email,55.8,154.55,Não
5514-YQENT,Masculino,0,Não,Sim,41,Sim,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cheque Eletrónico,111.15,4507.15,Não
3211-AAPKX,Masculino,0,Não,Não,20,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque por email,98.55,2031.95,Não
8445-DNBAE,Masculino,0,Não,Sim,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,50.05,50.05,Não
2951-QOQTK,Masculino,0,Não,Sim,4,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cartão de Crédito (automatico),80.8,332.45,Sim
2958-NHPPS,Masculino,0,Não,Não,23,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque Eletrónico,20.85,473.9,Não
6806-YDEUL,Feminino,1,Não,Não,6,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Transferência Bancária (automatico),19.5,106.8,Não
1735-XMJVH,Masculino,0,Sim,Sim,8,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque por email,19.35,152.6,Não
6890-PFRQX,Masculino,0,Não,Não,18,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque por email,69.5,1199.4,Não
0222-CNVPT,Masculino,1,Não,Não,52,Não,Sem serviço telefónico,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),48.8,2555.05,Não
5899-OUVKV,Masculino,0,Não,Não,31,Sim,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,94.5,2979.2,Não
8681-ICONS,Masculino,0,Sim,Sim,29,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque por email,20.65,654.85,Não
1621-YNCJH,Feminino,0,Sim,Não,36,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Sim,BiAnual,Sim,Cartão de Crédito (automatico),106.05,3834.4,Não
3473-XIIIT,Feminino,0,Sim,Não,16,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,100,1534.75,Sim
6362-QHAFM,Masculino,0,Sim,Não,42,Sim,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque Eletrónico,108.3,4586.15,Não
7893-IXHRQ,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque Eletrónico,20.55,20.55,Sim
3070-BDOQC,Feminino,0,Não,Não,60,Sim,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,BiAnual,Sim,Cheque Eletrónico,99.65,5941.05,Não
2952-QAYZF,Masculino,0,Não,Não,5,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,85.3,424.15,Sim
6234-PFPXL,Masculino,0,Sim,Não,22,Sim,Sim,Fibra ótica,Sim,Não,Não,Sim,Sim,Não,Mensal,Não,Cartão de Crédito (automatico),95.9,2234.95,Não
9824-QCJPK,Masculino,0,Sim,Não,36,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,20,666.75,Não
4763-PGDPO,Feminino,0,Não,Não,4,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrónico,70.4,281,Sim
4283-IVYCI,Masculino,0,Não,Não,9,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque por email,64.95,547.8,Não
1866-OBPNR,Masculino,0,Sim,Sim,1,Sim,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (automatico),74.6,74.6,Não
8205-MQUGY,Masculino,0,Sim,Sim,12,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,49.2,571.15,Não
8970-ANWXO,Feminino,0,Não,Não,23,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Cheque por email,73.75,1756.6,Não
9480-BQJEI,Masculino,0,Não,Não,62,Sim,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Sim,Anual,Sim,Transferência Bancária (automatico),92.3,5731.45,Não
5394-SVGJV,Masculino,0,Não,Não,37,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Transferência Bancária (automatico),98.8,3475.55,Sim
6979-TNDEU,Feminino,0,Não,Não,8,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,19.2,156.85,Não
9777-WJJPR,Masculino,0,Sim,Não,31,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cartão de Crédito (automatico),88.65,2683.2,Não
9283-LZQOH,Masculino,0,Sim,Sim,13,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (automatico),74.4,896.75,Sim
7079-QRCBC,Feminino,0,Não,Não,24,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,98.75,2407.3,Sim
9495-SKLKD,Masculino,0,Sim,Sim,45,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),95.95,4456.65,Não
6048-UWKAL,Feminino,1,Sim,Não,69,Sim,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),105.4,6998.95,Não
5067-DGXLL,Masculino,0,Não,Não,2,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,20.25,36.8,Não
